radical_level,radical_name,radical_meaning,radical_characters,radical_status,radical_srs,match_type,kanji_level,kanji_character,kanji_meaning,kanji_srs,radical_url,kanji_url
11,few,Few,少,learned,9,character,3,少,Few,9,https://www.wanikani.com/radicals/few,https://www.wanikani.com/kanji/%E5%B0%91
11,humble,Humble,申,learned,9,character,4,申,Say Humbly,9,https://www.wanikani.com/radicals/humble,https://www.wanikani.com/kanji/%E7%94%B3
11,older-brother,Older Brother,兄,learned,9,character,5,兄,Older Brother,9,https://www.wanikani.com/radicals/older-brother,https://www.wanikani.com/kanji/%E5%85%84
11,orders,Orders,令,learned,9,character,11,令,Orders,9,https://www.wanikani.com/radicals/orders,https://www.wanikani.com/kanji/%E4%BB%A4
11,root,Root,艮,learned,9,meaning,12,根,Root,9,https://www.wanikani.com/radicals/root,https://www.wanikani.com/kanji/%E6%A0%B9
11,simple,Simple,単,learned,9,character,15,単,Simple,9,https://www.wanikani.com/radicals/simple,https://www.wanikani.com/kanji/%E5%8D%98
11,skin,Skin,皮,learned,9,character,5,皮,Skin,9,https://www.wanikani.com/radicals/skin,https://www.wanikani.com/kanji/%E7%9A%AE
11,sound,Sound,音,learned,9,character,5,音,Sound,9,https://www.wanikani.com/radicals/sound,https://www.wanikani.com/kanji/%E9%9F%B3
12,beforehand,Beforehand,予,learned,9,character,9,予,Beforehand,9,https://www.wanikani.com/radicals/beforehand,https://www.wanikani.com/kanji/%E4%BA%88
12,business,Business,業,learned,9,character,10,業,Business,9,https://www.wanikani.com/radicals/business,https://www.wanikani.com/kanji/%E6%A5%AD
12,early,Early,早,learned,9,character,4,早,Early,9,https://www.wanikani.com/radicals/early,https://www.wanikani.com/kanji/%E6%97%A9
12,jackhammer,Jackhammer,示,learned,9,character,22,示,Indicate,7,https://www.wanikani.com/radicals/jackhammer,https://www.wanikani.com/kanji/%E7%A4%BA
12,request,Request,求,learned,8,character,10,求,Request,9,https://www.wanikani.com/radicals/request,https://www.wanikani.com/kanji/%E6%B1%82
12,request,Request,求,learned,8,meaning,29,請,Request,5,https://www.wanikani.com/radicals/request,https://www.wanikani.com/kanji/%E8%AB%8B
12,request,Request,求,learned,8,meaning,14,願,Request,9,https://www.wanikani.com/radicals/request,https://www.wanikani.com/kanji/%E9%A1%98
12,together,Together,共,learned,9,character,11,共,Together,9,https://www.wanikani.com/radicals/together,https://www.wanikani.com/kanji/%E5%85%B1
12,younger-brother,Younger Brother,弟,learned,9,character,5,弟,Younger Brother,9,https://www.wanikani.com/radicals/younger-brother,https://www.wanikani.com/kanji/%E5%BC%9F
13,body,Body,身,learned,9,meaning,5,体,Body,9,https://www.wanikani.com/radicals/body,https://www.wanikani.com/kanji/%E4%BD%93
13,body,Body,身,learned,9,character,8,身,Body,9,https://www.wanikani.com/radicals/body,https://www.wanikani.com/kanji/%E8%BA%AB
13,bookshelf,Bookshelf,冊,learned,9,character,19,冊,Book Counter,9,https://www.wanikani.com/radicals/bookshelf,https://www.wanikani.com/kanji/%E5%86%8A
13,can,Can,缶,learned,9,character,13,缶,Can,9,https://www.wanikani.com/radicals/can,https://www.wanikani.com/kanji/%E7%BC%B6
13,circle,Circle,丸,learned,9,character,2,丸,Circle,9,https://www.wanikani.com/radicals/circle,https://www.wanikani.com/kanji/%E4%B8%B8
13,fruit,Fruit,果,learned,9,character,17,果,Fruit,8,https://www.wanikani.com/radicals/fruit,https://www.wanikani.com/kanji/%E6%9E%9C
13,good,Good,良,learned,9,character,11,良,Good,9,https://www.wanikani.com/radicals/good,https://www.wanikani.com/kanji/%E8%89%AF
13,hundred,Hundred,百,learned,9,character,4,百,Hundred,9,https://www.wanikani.com/radicals/hundred,https://www.wanikani.com/kanji/%E7%99%BE
13,idea,Idea,意,learned,9,character,11,意,Idea,6,https://www.wanikani.com/radicals/idea,https://www.wanikani.com/kanji/%E6%84%8F
13,original,Original,原,learned,9,character,17,原,Original,9,https://www.wanikani.com/radicals/original,https://www.wanikani.com/kanji/%E5%8E%9F
13,products,Products,品,learned,9,character,16,品,Product,9,https://www.wanikani.com/radicals/products,https://www.wanikani.com/kanji/%E5%93%81
13,roof-225,Roof,亼,not_unlocked,,meaning,9,屋,Roof,9,https://www.wanikani.com/radicals/roof-225,https://www.wanikani.com/kanji/%E5%B1%8B
14,part,Part,分,learned,9,character,3,分,Part,9,https://www.wanikani.com/radicals/part,https://www.wanikani.com/kanji/%E5%88%86
14,part,Part,分,learned,9,meaning,9,部,Part,9,https://www.wanikani.com/radicals/part,https://www.wanikani.com/kanji/%E9%83%A8
14,public,Public,公,learned,9,character,10,公,Public,9,https://www.wanikani.com/radicals/public,https://www.wanikani.com/kanji/%E5%85%AC
14,talent,Talent,才,learned,9,character,2,才,Talent,9,https://www.wanikani.com/radicals/talent,https://www.wanikani.com/kanji/%E6%89%8D
14,well,Well,井,learned,9,character,14,井,Well,7,https://www.wanikani.com/radicals/well,https://www.wanikani.com/kanji/%E4%BA%95
15,again,Again,亦,learned,9,meaning,26,再,Again,6,https://www.wanikani.com/radicals/again,https://www.wanikani.com/kanji/%E5%86%8D
15,courage,Courage,勇,learned,9,character,15,勇,Courage,5,https://www.wanikani.com/radicals/courage,https://www.wanikani.com/kanji/%E5%8B%87
15,grass,Grass,𭕄,learned,9,meaning,5,草,Grass,9,https://www.wanikani.com/radicals/grass,https://www.wanikani.com/kanji/%E8%8D%89
15,height,Height,丈,learned,9,character,15,丈,Height,8,https://www.wanikani.com/radicals/height,https://www.wanikani.com/kanji/%E4%B8%88
15,paragraph,Paragraph,句,learned,9,character,18,句,Paragraph,8,https://www.wanikani.com/radicals/paragraph,https://www.wanikani.com/kanji/%E5%8F%A5
15,past,Past,去,learned,9,character,4,去,Past,8,https://www.wanikani.com/radicals/past,https://www.wanikani.com/kanji/%E5%8E%BB
15,walk,Walk,歩,learned,9,character,6,歩,Walk,9,https://www.wanikani.com/radicals/walk,https://www.wanikani.com/kanji/%E6%AD%A9
16,attach,Attach,付,learned,9,character,7,付,Attach,9,https://www.wanikani.com/radicals/attach,https://www.wanikani.com/kanji/%E4%BB%98
16,face,Face,面,learned,9,character,16,面,Face,9,https://www.wanikani.com/radicals/face,https://www.wanikani.com/kanji/%E9%9D%A2
16,face,Face,面,learned,9,meaning,10,顔,Face,9,https://www.wanikani.com/radicals/face,https://www.wanikani.com/kanji/%E9%A1%94
16,valley,Valley,谷,learned,9,character,5,谷,Valley,9,https://www.wanikani.com/radicals/valley,https://www.wanikani.com/kanji/%E8%B0%B7
17,comfort,Comfort,楽,learned,9,character,8,楽,Comfort,9,https://www.wanikani.com/radicals/comfort,https://www.wanikani.com/kanji/%E6%A5%BD
17,criminal,Criminal,非,learned,9,character,17,非,Injustice,9,https://www.wanikani.com/radicals/criminal,https://www.wanikani.com/kanji/%E9%9D%9E
17,festival,Festival,祭,learned,9,character,12,祭,Festival,9,https://www.wanikani.com/radicals/festival,https://www.wanikani.com/kanji/%E7%A5%AD
17,nothing,Nothing,無,learned,9,character,17,無,Nothing,9,https://www.wanikani.com/radicals/nothing,https://www.wanikani.com/kanji/%E7%84%A1
17,poem,Poem,苟,learned,7,meaning,13,詩,Poem,9,https://www.wanikani.com/radicals/poem,https://www.wanikani.com/kanji/%E8%A9%A9
18,conflict,Conflict,争,learned,9,character,11,争,Conflict,8,https://www.wanikani.com/radicals/conflict,https://www.wanikani.com/kanji/%E4%BA%89
18,happiness,Happiness,幸,learned,9,character,16,幸,Happiness,9,https://www.wanikani.com/radicals/happiness,https://www.wanikani.com/kanji/%E5%B9%B8
18,long-ago,Long Ago,昔,learned,9,character,11,昔,Long Ago,9,https://www.wanikani.com/radicals/long-ago,https://www.wanikani.com/kanji/%E6%98%94
18,noon,Noon,午,learned,9,character,3,午,Noon,9,https://www.wanikani.com/radicals/noon,https://www.wanikani.com/kanji/%E5%8D%88
18,noon,Noon,午,learned,9,meaning,15,昼,Noon,9,https://www.wanikani.com/radicals/noon,https://www.wanikani.com/kanji/%E6%98%BC
18,previous,Previous,先,learned,9,character,4,先,Previous,9,https://www.wanikani.com/radicals/previous,https://www.wanikani.com/kanji/%E5%85%88
18,previous,Previous,先,learned,9,meaning,15,昨,Previous,9,https://www.wanikani.com/radicals/previous,https://www.wanikani.com/kanji/%E6%98%A8
19,become,Become,成,learned,9,character,11,成,Become,7,https://www.wanikani.com/radicals/become,https://www.wanikani.com/kanji/%E6%88%90
19,director,Director,司,learned,8,character,15,司,Director,7,https://www.wanikani.com/radicals/director,https://www.wanikani.com/kanji/%E5%8F%B8
19,ego,Ego,我,learned,8,character,26,我,I,6,https://www.wanikani.com/radicals/ego,https://www.wanikani.com/kanji/%E6%88%91
19,reason,Reason,由,learned,8,meaning,7,理,Reason,9,https://www.wanikani.com/radicals/reason,https://www.wanikani.com/kanji/%E7%90%86
19,reason,Reason,由,learned,8,character,7,由,Reason,9,https://www.wanikani.com/radicals/reason,https://www.wanikani.com/kanji/%E7%94%B1
19,right,Right,右,learned,9,character,2,右,Right,9,https://www.wanikani.com/radicals/right,https://www.wanikani.com/kanji/%E5%8F%B3
20,fly,Fly,飛,learned,9,character,20,飛,Fly,9,https://www.wanikani.com/radicals/fly,https://www.wanikani.com/kanji/%E9%A3%9B
20,righteousness,Righteousness,義,learned,9,character,21,義,Righteousness,8,https://www.wanikani.com/radicals/righteousness,https://www.wanikani.com/kanji/%E7%BE%A9
21,blame,Blame,責,learned,7,character,21,責,Blame,8,https://www.wanikani.com/radicals/blame,https://www.wanikani.com/kanji/%E8%B2%AC
21,half,Half,半,learned,9,character,3,半,Half,9,https://www.wanikani.com/radicals/half,https://www.wanikani.com/kanji/%E5%8D%8A
21,next,Next,次,learned,9,character,8,次,Next,9,https://www.wanikani.com/radicals/next,https://www.wanikani.com/kanji/%E6%AC%A1
21,number,Number,番,learned,9,meaning,4,号,Number,9,https://www.wanikani.com/radicals/number,https://www.wanikani.com/kanji/%E5%8F%B7
21,number,Number,番,learned,9,character,8,番,Number In A Series,9,https://www.wanikani.com/radicals/number,https://www.wanikani.com/kanji/%E7%95%AA
22,ability,Ability,能,learned,8,character,14,能,Ability,9,https://www.wanikani.com/radicals/ability,https://www.wanikani.com/kanji/%E8%83%BD
22,cheap,Cheap,安,learned,8,character,6,安,Relax,9,https://www.wanikani.com/radicals/cheap,https://www.wanikani.com/kanji/%E5%AE%89
22,clothes,Clothes,衣,learned,8,meaning,9,服,Clothes,9,https://www.wanikani.com/radicals/clothes,https://www.wanikani.com/kanji/%E6%9C%8D
22,clothes,Clothes,衣,learned,8,character,22,衣,Clothes,7,https://www.wanikani.com/radicals/clothes,https://www.wanikani.com/kanji/%E8%A1%A3
22,peace,Peace,平,learned,8,meaning,9,和,Peace,8,https://www.wanikani.com/radicals/peace,https://www.wanikani.com/kanji/%E5%92%8C
22,peace,Peace,平,learned,8,character,4,平,Flat,9,https://www.wanikani.com/radicals/peace,https://www.wanikani.com/kanji/%E5%B9%B3
23,demon,Demon,鬼,learned,8,character,23,鬼,Demon,8,https://www.wanikani.com/radicals/demon,https://www.wanikani.com/kanji/%E9%AC%BC
23,leather,Leather,革,learned,8,character,23,革,Leather,8,https://www.wanikani.com/radicals/leather,https://www.wanikani.com/kanji/%E9%9D%A9
23,morning,Morning,𠦝,learned,8,meaning,8,朝,Morning,9,https://www.wanikani.com/radicals/morning,https://www.wanikani.com/kanji/%E6%9C%9D
23,road,Road,道,learned,8,meaning,10,路,Road,6,https://www.wanikani.com/radicals/road,https://www.wanikani.com/kanji/%E8%B7%AF
23,road,Road,道,learned,8,character,8,道,Road,9,https://www.wanikani.com/radicals/road,https://www.wanikani.com/kanji/%E9%81%93
24,accept,Accept,受,learned,8,character,9,受,Accept,9,https://www.wanikani.com/radicals/accept,https://www.wanikani.com/kanji/%E5%8F%97
24,control,Control,制,learned,7,character,21,制,Control,5,https://www.wanikani.com/radicals/control,https://www.wanikani.com/kanji/%E5%88%B6
24,guest,Guest,客,learned,8,character,9,客,Guest,9,https://www.wanikani.com/radicals/guest,https://www.wanikani.com/kanji/%E5%AE%A2
24,korea,Korea,韋,learned,8,meaning,29,韓,Korea,5,https://www.wanikani.com/radicals/korea,https://www.wanikani.com/kanji/%E9%9F%93
24,nature,Nature,然,learned,8,character,13,然,Nature,8,https://www.wanikani.com/radicals/nature,https://www.wanikani.com/kanji/%E7%84%B6
25,both,Both,両,learned,8,character,6,両,Both,9,https://www.wanikani.com/radicals/both,https://www.wanikani.com/kanji/%E4%B8%A1
25,friend,Friend,友,learned,8,character,3,友,Friend,9,https://www.wanikani.com/radicals/friend,https://www.wanikani.com/kanji/%E5%8F%8B
25,greenhouse,Greenhouse,莫,learned,7,character,25,莫,Endless,5,https://www.wanikani.com/radicals/greenhouse,https://www.wanikani.com/kanji/%E8%8E%AB
25,mix,Mix,交,learned,8,character,5,交,Mix,9,https://www.wanikani.com/radicals/mix,https://www.wanikani.com/kanji/%E4%BA%A4
25,mix,Mix,交,learned,8,meaning,19,混,Mix,9,https://www.wanikani.com/radicals/mix,https://www.wanikani.com/kanji/%E6%B7%B7
26,announce,Announce,告,learned,8,character,18,告,Announce,5,https://www.wanikani.com/radicals/announce,https://www.wanikani.com/kanji/%E5%91%8A
26,chapter,Chapter,章,learned,8,character,12,章,Chapter,9,https://www.wanikani.com/radicals/chapter,https://www.wanikani.com/kanji/%E7%AB%A0
26,droopy,Droopy,垂,learned,8,character,26,垂,Droop,6,https://www.wanikani.com/radicals/droopy,https://www.wanikani.com/kanji/%E5%9E%82
26,ten-thousand,Ten Thousand,万,learned,7,character,3,万,Ten Thousand,9,https://www.wanikani.com/radicals/ten-thousand,https://www.wanikani.com/kanji/%E4%B8%87
27,call,Call,召,learned,6,meaning,23,呼,Call,8,https://www.wanikani.com/radicals/call,https://www.wanikani.com/kanji/%E5%91%BC
27,change,Change,化,learned,6,character,6,化,Change,9,https://www.wanikani.com/radicals/change,https://www.wanikani.com/kanji/%E5%8C%96
27,change,Change,化,learned,6,meaning,15,変,Change,8,https://www.wanikani.com/radicals/change,https://www.wanikani.com/kanji/%E5%A4%89
27,exit,Exit,出,learned,6,character,2,出,Exit,9,https://www.wanikani.com/radicals/exit,https://www.wanikani.com/kanji/%E5%87%BA
27,farming,Farming,農,learned,6,character,10,農,Farming,9,https://www.wanikani.com/radicals/farming,https://www.wanikani.com/kanji/%E8%BE%B2
27,peoples,Peoples,民,learned,6,character,7,民,Peoples,9,https://www.wanikani.com/radicals/peoples,https://www.wanikani.com/kanji/%E6%B0%91
27,substitute,Substitute,代,learned,6,character,5,代,Substitute,9,https://www.wanikani.com/radicals/substitute,https://www.wanikani.com/kanji/%E4%BB%A3
27,surplus,Surplus,余,learned,6,character,20,余,Surplus,8,https://www.wanikani.com/radicals/surplus,https://www.wanikani.com/kanji/%E4%BD%99
28,front,Front,前,learned,6,character,6,前,Front,9,https://www.wanikani.com/radicals/front,https://www.wanikani.com/kanji/%E5%89%8D
28,giant,Giant,巨,learned,6,character,28,巨,Giant,5,https://www.wanikani.com/radicals/giant,https://www.wanikani.com/kanji/%E5%B7%A8
28,lovely,Lovely,麗,learned,6,character,28,麗,Lovely,5,https://www.wanikani.com/radicals/lovely,https://www.wanikani.com/kanji/%E9%BA%97
28,odd,Odd,奇,learned,6,character,28,奇,Odd,5,https://www.wanikani.com/radicals/odd,https://www.wanikani.com/kanji/%E5%A5%87
28,specialty,Specialty,専,learned,6,character,16,専,Specialty,9,https://www.wanikani.com/radicals/specialty,https://www.wanikani.com/kanji/%E5%B0%82
29,above,Above,上,learned,5,character,1,上,Above,9,https://www.wanikani.com/radicals/above,https://www.wanikani.com/kanji/%E4%B8%8A
29,district,District,区,learned,5,character,15,区,District,8,https://www.wanikani.com/radicals/district,https://www.wanikani.com/kanji/%E5%8C%BA
29,mysterious,Mysterious,玄,learned,5,character,29,玄,Mysterious,1,https://www.wanikani.com/radicals/mysterious,https://www.wanikani.com/kanji/%E7%8E%84
29,nose,Nose,乙,learned,5,meaning,17,鼻,Nose,9,https://www.wanikani.com/radicals/nose,https://www.wanikani.com/kanji/%E9%BC%BB
29,servant,Servant,臣,learned,5,character,29,臣,Servant,2,https://www.wanikani.com/radicals/servant,https://www.wanikani.com/kanji/%E8%87%A3
30,oversee,Oversee,監,not_unlocked,,character,29,監,Oversee,2,https://www.wanikani.com/radicals/oversee,https://www.wanikani.com/kanji/%E7%9B%A3
31,guy,Guy,郎,not_unlocked,,character,27,郎,Guy,5,https://www.wanikani.com/radicals/guy,https://www.wanikani.com/kanji/%E9%83%8E
31,line-up,Line Up,並,not_unlocked,,character,28,並,Line Up,6,https://www.wanikani.com/radicals/line-up,https://www.wanikani.com/kanji/%E4%B8%A6
31,stomach,Stomach,胃,not_unlocked,,character,31,胃,Stomach,3,https://www.wanikani.com/radicals/stomach,https://www.wanikani.com/kanji/%E8%83%83
32,certain,Certain,必,not_unlocked,,character,7,必,Certain,9,https://www.wanikani.com/radicals/certain,https://www.wanikani.com/kanji/%E5%BF%85
32,certain,Certain,必,not_unlocked,,meaning,20,確,Certain,7,https://www.wanikani.com/radicals/certain,https://www.wanikani.com/kanji/%E7%A2%BA
32,same,Same,同,not_unlocked,,character,5,同,Same,9,https://www.wanikani.com/radicals/same,https://www.wanikani.com/kanji/%E5%90%8C
33,inside,Inside,内,not_unlocked,,character,3,内,Inside,9,https://www.wanikani.com/radicals/inside,https://www.wanikani.com/kanji/%E5%86%85
33,interval,Interval,間,not_unlocked,,character,8,間,Interval,9,https://www.wanikani.com/radicals/interval,https://www.wanikani.com/kanji/%E9%96%93
33,receive,Receive,享,not_unlocked,,meaning,21,貰,Receive,8,https://www.wanikani.com/radicals/receive,https://www.wanikani.com/kanji/%E8%B2%B0
33,wide,Wide,広,not_unlocked,,character,3,広,Wide,9,https://www.wanikani.com/radicals/wide,https://www.wanikani.com/kanji/%E5%BA%83
34,member,Member,員,not_unlocked,,character,12,員,Member,9,https://www.wanikani.com/radicals/member,https://www.wanikani.com/kanji/%E5%93%A1
36,departure,Departure,発,not_unlocked,,character,9,発,Departure,9,https://www.wanikani.com/radicals/departure,https://www.wanikani.com/kanji/%E7%99%BA
37,prize,Prize,賞,not_unlocked,,character,13,賞,Prize,7,https://www.wanikani.com/radicals/prize,https://www.wanikani.com/kanji/%E8%B3%9E
37,violence,Violence,暴,not_unlocked,,character,19,暴,Violence,6,https://www.wanikani.com/radicals/violence,https://www.wanikani.com/kanji/%E6%9A%B4
38,have,Have,有,not_unlocked,,character,6,有,Have,9,https://www.wanikani.com/radicals/have,https://www.wanikani.com/kanji/%E6%9C%89
38,prefecture,Prefecture,県,not_unlocked,,character,9,県,Prefecture,9,https://www.wanikani.com/radicals/prefecture,https://www.wanikani.com/kanji/%E7%9C%8C
38,think,Think,思,not_unlocked,,character,6,思,Think,9,https://www.wanikani.com/radicals/think,https://www.wanikani.com/kanji/%E6%80%9D
38,think,Think,思,not_unlocked,,meaning,5,考,Think,9,https://www.wanikani.com/radicals/think,https://www.wanikani.com/kanji/%E8%80%83
38,tooth,Tooth,歯,not_unlocked,,character,12,歯,Tooth,9,https://www.wanikani.com/radicals/tooth,https://www.wanikani.com/kanji/%E6%AD%AF
39,buddy,Buddy,君,not_unlocked,,character,8,君,Buddy,9,https://www.wanikani.com/radicals/buddy,https://www.wanikani.com/kanji/%E5%90%9B
39,hill,Hill,岡,not_unlocked,,character,21,岡,Hill,8,https://www.wanikani.com/radicals/hill,https://www.wanikani.com/kanji/%E5%B2%A1
39,reality,Reality,真,not_unlocked,,character,16,真,Reality,8,https://www.wanikani.com/radicals/reality,https://www.wanikani.com/kanji/%E7%9C%9F
39,scroll,Scroll,巻,not_unlocked,,character,25,巻,Scroll,6,https://www.wanikani.com/radicals/scroll,https://www.wanikani.com/kanji/%E5%B7%BB
39,six-375,Six,六,not_unlocked,,character,2,六,Six,9,https://www.wanikani.com/radicals/six-375,https://www.wanikani.com/kanji/%E5%85%AD
39,sky,Sky,空,not_unlocked,,character,5,空,Sky,9,https://www.wanikani.com/radicals/sky,https://www.wanikani.com/kanji/%E7%A9%BA
39,three,Three,三,not_unlocked,,character,1,三,Three,9,https://www.wanikani.com/radicals/three,https://www.wanikani.com/kanji/%E4%B8%89
40,every,Every,毎,not_unlocked,,character,5,毎,Every,9,https://www.wanikani.com/radicals/every,https://www.wanikani.com/kanji/%E6%AF%8E
40,preserve,Preserve,保,not_unlocked,,character,9,保,Preserve,9,https://www.wanikani.com/radicals/preserve,https://www.wanikani.com/kanji/%E4%BF%9D
40,rejoice,Rejoice,喜,not_unlocked,,character,17,喜,Rejoice,8,https://www.wanikani.com/radicals/rejoice,https://www.wanikani.com/kanji/%E5%96%9C
40,wheat,Wheat,麦,not_unlocked,,character,5,麦,Wheat,9,https://www.wanikani.com/radicals/wheat,https://www.wanikani.com/kanji/%E9%BA%A6
41,signpost,Signpost,夆,not_unlocked,,meaning,13,標,Signpost,9,https://www.wanikani.com/radicals/signpost,https://www.wanikani.com/kanji/%E6%A8%99
41,wife,Wife,妻,not_unlocked,,character,20,妻,Wife,8,https://www.wanikani.com/radicals/wife,https://www.wanikani.com/kanji/%E5%A6%BB
42,bone,Bone,骨,not_unlocked,,character,14,骨,Bone,9,https://www.wanikani.com/radicals/bone,https://www.wanikani.com/kanji/%E9%AA%A8
42,shop,Shop,屋,not_unlocked,,character,9,屋,Roof,9,https://www.wanikani.com/radicals/shop,https://www.wanikani.com/kanji/%E5%B1%8B
42,shop,Shop,屋,not_unlocked,,meaning,6,店,Shop,9,https://www.wanikani.com/radicals/shop,https://www.wanikani.com/kanji/%E5%BA%97
44,wind,Wind,風,not_unlocked,,character,7,風,Wind,9,https://www.wanikani.com/radicals/wind,https://www.wanikani.com/kanji/%E9%A2%A8
45,protect,Protect,守,not_unlocked,,character,16,守,Protect,9,https://www.wanikani.com/radicals/protect,https://www.wanikani.com/kanji/%E5%AE%88
45,renew,Renew,更,not_unlocked,,meaning,19,改,Renew,3,https://www.wanikani.com/radicals/renew,https://www.wanikani.com/kanji/%E6%94%B9
45,renew,Renew,更,not_unlocked,,character,22,更,Renew,4,https://www.wanikani.com/radicals/renew,https://www.wanikani.com/kanji/%E6%9B%B4
47,task-401,Task,務,not_unlocked,,character,21,務,Task,6,https://www.wanikani.com/radicals/task-401,https://www.wanikani.com/kanji/%E5%8B%99
47,task-401,Task,務,not_unlocked,,meaning,3,用,Task,9,https://www.wanikani.com/radicals/task-401,https://www.wanikani.com/kanji/%E7%94%A8
47,wave,Wave,波,not_unlocked,,character,11,波,Wave,9,https://www.wanikani.com/radicals/wave,https://www.wanikani.com/kanji/%E6%B3%A2
48,form,Form,容,not_unlocked,,character,19,容,Form,7,https://www.wanikani.com/radicals/form,https://www.wanikani.com/kanji/%E5%AE%B9
48,light,Light,光,not_unlocked,,character,5,光,Light,9,https://www.wanikani.com/radicals/light,https://www.wanikani.com/kanji/%E5%85%89
49,times,Times,回,not_unlocked,,character,5,回,Times,9,https://www.wanikani.com/radicals/times,https://www.wanikani.com/kanji/%E5%9B%9E
50,name,Name,名,not_unlocked,,character,4,名,Name,9,https://www.wanikani.com/radicals/name,https://www.wanikani.com/kanji/%E5%90%8D
53,tall,Tall,高,not_unlocked,,character,7,高,Tall,9,https://www.wanikani.com/radicals/tall,https://www.wanikani.com/kanji/%E9%AB%98
55,doubt,Doubt,疑,not_unlocked,,character,13,疑,Doubt,9,https://www.wanikani.com/radicals/doubt,https://www.wanikani.com/kanji/%E7%96%91
55,feeling,Feeling,感,not_unlocked,,meaning,13,情,Feeling,9,https://www.wanikani.com/radicals/feeling,https://www.wanikani.com/kanji/%E6%83%85
55,feeling,Feeling,感,not_unlocked,,character,13,感,Feeling,9,https://www.wanikani.com/radicals/feeling,https://www.wanikani.com/kanji/%E6%84%9F
59,below,Below,下,not_unlocked,,character,1,下,Below,9,https://www.wanikani.com/radicals/below,https://www.wanikani.com/kanji/%E4%B8%8B
